DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
2053065-DCA,Business,2021-03-31,Active,2017-05-16,Garage,"PROPARK AMERICA NEW YORK, LLC",,204,W 102ND ST,,NEW YORK,NY,10025,977-804-7275,Manhattan,1.0,107.0,7.0,1056515,1018730038,MN12,187.0,"Vehicle Spaces: 114, Bicycle Spaces: 11",-73.96791672474659,40.79799860701587,"(40.79799860701587, -73.96791672474659)"
1447583-DCA,Business,2015-01-31,Inactive,2012-10-11,Debt Collection Agency,ACADO LLC,,435,DEVON PARK DR,,WAYNE,PA,19087,6102544121,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2082042-DCA,Business,2019-10-31,Active,2019-02-07,Car Wash,John's Car Wash Inc,,2565,BOSTON RD,,BRONX,NY,10467,7186525993,Bronx,2.0,211.0,13.0,2051532,2044400071,BX07,328.0,,-73.86339249706111,40.86478340663522,"(40.86478340663522, -73.86339249706111)"
2053815-DCA,Business,2018-03-15,Inactive,2017-06-01,Amusement Device Portable,MATRIC ADVENTURE CORPORATION,,1796,E 49TH ST,,BROOKLYN,NY,11234,7187242373,Brooklyn,3.0,318.0,46.0,3220948,3078930078,BK58,672.0,Device Name: TOY STORT 3 COMBO,-73.92771547420881,40.617213032580224,"(40.617213032580224, -73.92771547420881)"
2050223-DCA,Business,2020-03-15,Active,2017-03-28,Amusement Device Portable,A WHOLE LOT OF BOUNCE INC.,,128,AVENUE N,,BROOKLYN,NY,11230,7182855511,Brooklyn,3.0,312.0,44.0,3173515,3065830010,BK46,440.0,Device Name: JACOBS LADDER,-73.97361314467446,40.61406523958605,"(40.614065239586054, -73.97361314467446)"
2009156-DCA,Business,2015-12-31,Inactive,2014-06-04,Laundry Jobber,SOLI DEO DIOS CLEANERS INC.,,324,E 73RD ST,,NEW YORK,NY,10021,2123271491,Manhattan,1.0,108.0,5.0,1044891,1014470038,MN31,126.0,,-73.9571108581545,40.76915616970797,"(40.76915616970797, -73.9571108581545)"
1261784-DCA,Business,2018-05-01,Inactive,2012-04-24,Employment Agency,VANETI SERVICE CORP.,VANETI EMPLOYMENT AGENCY,3757,82ND ST,,JACKSON HEIGHTS,NY,11372,7186510155,Queens,4.0,403.0,21.0,4036216,4014700050,QN28,283.0,,-73.88423365111055,40.7493877355512,"(40.749387735551196, -73.88423365111055)"
2051479-DCA,Business,2021-03-31,Active,2017-04-18,Garage,C & C PARKING LOT CORP,,3560,WEBSTER AVE,,BRONX,NY,10467,,Bronx,2.0,212.0,11.0,2128358,2033607501,BX99,435.0,"Vehicle Spaces: 100, Bicycle Spaces: 10",-73.87064624326403,40.88085921688189,"(40.88085921688189, -73.87064624326403)"
1450128-DCA,Business,2017-03-15,Inactive,2012-11-14,Dealer In Products,DOWNSTATE MEDICAL SUPPLY INC,,516,SUTTER AVE,,BROOKLYN,NY,11207,7186760695,Brooklyn,3.0,305.0,42.0,3393351,3037670017,BK85,1134.0,,-73.90005809900141,40.66864608675543,"(40.66864608675543, -73.90005809900141)"
1408205-DCA,Business,2014-05-01,Inactive,2011-09-16,Employment Agency,"VITO, NUMERIANO",AFFORDABLE ELDERLYCARE AND SERVICES,3311,36TH AVE,,ASTORIA,NY,11106,9172844539,Queens,4.0,401.0,26.0,4008115,4006060051,QN70,57.0,,-73.92796939174656,40.7557582667208,"(40.7557582667208, -73.92796939174656)"
2084130-DCA,Business,2020-03-15,Active,2019-04-03,Amusement Device Permanent,CENTRAL AMUSEMENT INTERNATIONAL INC.,LUNA PARK - HAPPY SWING,1000,SURF AVE,,BROOKLYN,NY,11224,9734522692,Brooklyn,3.0,313.0,47.0,3245158,3086960212,BK21,352.0,Device Name: HAPPY SWING,-73.97800567350316,40.57543312072461,"(40.57543312072461, -73.97800567350316)"
2044906-DCA,Business,2017-12-31,Inactive,2016-10-20,Laundry Jobber,CALLYSTA CLEANERS INC.,,246,E 4TH ST,,NEW YORK,NY,10009,9178342934,Manhattan,1.0,103.0,2.0,1004611,1003860010,MN28,2601.0,,-73.98227894972379,40.72316628298643,"(40.72316628298644, -73.9822789497238)"
1426332-DCA,Business,2013-03-15,Inactive,2012-04-24,Dealer In Products,"STEWART, RYAN",PACE MEDICAL SUPPLY,2246,VANDERVEER PL,,BROOKLYN,NY,11226,3478575534,Brooklyn,3.0,314.0,45.0,3119656,3051880043,BK95,790.0,,-73.956273742878,40.64200191190673,"(40.64200191190673, -73.956273742878)"
2033367-DCA,Business,2020-04-30,Active,2016-02-17,Pawnbroker,PALM JEWELERS CORP,,1904,CHURCH AVE,,BROOKLYN,NY,11226,7182847699,Brooklyn,3.0,314.0,40.0,3117112,3050990101,BK42,51002.0,,-73.96197333243192,40.64983206301208,"(40.649832063012084, -73.96197333243192)"
2043099-DCA,Business,2017-12-31,Inactive,2016-08-30,Laundry Jobber,2ND ONESTAR CLEANERS INC,,74,2ND AVE,,NEW YORK,NY,10003,212-673-7434,Manhattan,1.0,103.0,2.0,1006199,1004460002,MN22,38.0,,-73.98930986079499,40.72632911095501,"(40.726329110955014, -73.98930986079498)"
2051279-DCA,Business,2020-03-15,Active,2017-04-17,Amusement Device Portable,"CARNIVAL GUYS NY, INC.",,73,BEARD ST,,STATEN ISLAND,NY,10314,718-877-0854,Staten Island,5.0,502.0,50.0,5037763,5023710149,SI24,27704.0,Device Name: BUNGEE RUN,-74.1499569876538,40.58644558626793,"(40.58644558626793, -74.1499569876538)"
2025873-DCA,Business,2021-03-31,Active,2015-07-20,Parking Lot,NAGLE PARKING INC,,31,NAGLE AVE,,NEW YORK,NY,10040,9292478827,Manhattan,1.0,112.0,10.0,1079930,1021710012,MN35,283.0,"Vehicle Spaces: 110, Bicycle Spaces: 11",-73.93005849097108,40.859633636454056,"(40.859633636454056, -73.93005849097108)"
1380244-DCA,Business,2014-06-15,Inactive,2011-01-06,Auction House Premises,ICAP PATENT BROKERAGE LLC,,500,5TH AVE,,NEW YORK,NY,10110,2128156692,Manhattan,1.0,105.0,3.0,1034199,1012580034,MN17,96.0,,-73.98082350658456,40.75358613879583,"(40.75358613879583, -73.98082350658457)"
2028904-DCA,Business,2018-03-31,Inactive,2015-09-29,Horse Drawn Cab Owner,LUIGI GATTUSO,,14627,27TH AVE,,FLUSHING,NY,11354,7185391183,Queens,4.0,407.0,19.0,4108438,4047930061,QN51,1047.0,Plate Number:  1138,-73.82112383731054,40.773787431404855,"(40.77378743140486, -73.82112383731054)"
2012157-DCA,Business,2021-07-31,Active,2014-08-19,Secondhand Dealer - Auto,"MAJOR WORLD CDJR, LLC",MAJOR WORLD CHRYSLER DODGE JEEP RAM,5030,NORTHERN BLVD,,LONG ISLAND CITY,NY,11101,718-786-8300,Queens,4.0,401.0,26.0,4000823,4001200028,QN31,171.0,,-73.91183846538848,40.75317796722272,"(40.75317796722272, -73.91183846538848)"
1402202-DCA,Business,2013-07-31,Inactive,2011-07-30,Secondhand Dealer - Auto,"NEMET MOTORS, LLC",,15044,HILLSIDE AVE,,JAMAICA,NY,11432,7185235858,Queens,4.0,412.0,24.0,4207137,4096970031,QN35,236.0,,-73.80624170171903,40.70672265222086,"(40.70672265222086, -73.80624170171903)"
2001510-DCA,Business,2017-12-31,Inactive,2013-12-11,Laundry Jobber,"NEW CLEANERS, INC",,269,GOLD ST,,BROOKLYN,NY,11201,718-596-7850,Brooklyn,3.0,302.0,33.0,3329431,3001220010,BK38,15.0,,-73.98316232795976,40.69662455899967,"(40.69662455899967, -73.98316232795976)"
1436409-DCA,Business,2016-09-30,Inactive,2012-07-03,Cabaret,J & L CIER'S INC.,PALLADIUM,3614,31ST ST,,ASTORIA,NY,11106,3476301066,Queens,4.0,401.0,26.0,4007869,4005990035,QN68,51.0,Capacity of each room:  300,-73.93008770681999,40.75618226272977,"(40.756182262729766, -73.93008770681998)"
1420645-DCA,Business,2017-12-31,Inactive,2012-03-05,Laundry Jobber,"SUNG, HYUN KIM",KIM'S CLEANERS,1501,HYLAN BLVD,,STATEN ISLAND,NY,10305,7189790770,Staten Island,5.0,502.0,50.0,5049112,5033280089,SI36,9601.0,,-74.08762080712195,40.59179103051217,"(40.591791030512184, -74.08762080712195)"
2027703-DCA,Business,2017-12-31,Inactive,2015-08-28,Laundry Jobber,MOON CLEANING SERVICE INC,,2310,BATH AVE,,BROOKLYN,NY,11214,7189139938,Brooklyn,3.0,311.0,47.0,3186521,3068880036,BK29,304.0,,-73.99492275636929,40.59687475463335,"(40.59687475463334, -73.99492275636929)"
1234691-DCA,Business,2019-03-31,Inactive,2013-03-01,Garage,QUIK PARK WEST 56 ST. LLC,,328,W 56TH ST,,NEW YORK,NY,10019,212-832-2066,Manhattan,1.0,,,,,MN15,139.0,"Vehicle Spaces: 115, Bicycle Spaces: 11",-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2065104-DCA,Business,2020-05-01,Active,2018-01-19,Employment Agency,EXPRESS EMPLOYMENT AGENCY CORP,ALICIA'S EMPLOYMENT AGENCY,406,36TH ST,,BROOKLYN,NY,11232,7184992200,Brooklyn,3.0,307.0,38.0,3010335,3006970010,BK32,84.0,,-74.00394273867501,40.65401035104671,"(40.6540103510467, -74.003942738675)"
1403384-DCA,Business,2012-03-15,Inactive,2011-08-16,Amusement Device Portable,PEOPLE PLEASERS OF NJ LIMITED LIABILITY COMPANY,JURASSIC,1819,STATE ROUTE 35,,SOUTH AMBOY,NJ,08879,7327274342,Outside NYC,,,,,,,,Device Name: JURASSIC,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2061499-DCA,Business,2018-01-26,Inactive,2017-11-24,Special Sale,PB & LF STORES LLC,KARMA,427,KNICKERBOCKER AVE,,BROOKLYN,NY,11237,2122397380,Brooklyn,3.0,304.0,37.0,3074795,3032790002,BK77,431.0,,-73.91958029657134,40.699518127498,"(40.699518127498, -73.91958029657135)"
2011783-DCA,Business,2016-03-15,Inactive,2014-08-08,Amusement Device Portable,BOUNCY BLVD CORP,,336,FENIMORE ST,,BROOKLYN,NY,11225,3479717715,Brooklyn,3.0,309.0,40.0,3390881,3050440033,BK60,802.0,Device Name: BOUNCE SLIDE 15X25,-73.95150528806504,40.65861691742953,"(40.65861691742953, -73.95150528806504)"
1398015-DCA,Business,2021-03-15,Active,2011-06-30,Dealer In Products,"RIGHTWAY PHARMACY, INC",,2511,AVENUE U,,BROOKLYN,NY,11229,718-891-7900,Brooklyn,3.0,315.0,48.0,3198641,3073300051,BK44,576.0,,-73.94642001419861,40.599939295017855,"(40.59993929501786, -73.94642001419861)"
1304466-DCA,Business,2015-07-31,Inactive,2013-06-19,Secondhand Dealer - Auto,"JAMAICA AUTO CENTER, INC.",,18302,JAMAICA AVE,,JAMAICA,NY,11423,7184698100,Queens,4.0,412.0,27.0,4438798,4103520050,QN61,444.0,,-73.77711643766122,40.70892340022253,"(40.708923400222524, -73.77711643766122)"
1443083-DCA,Business,2017-03-15,Inactive,2012-08-29,Amusement Device Portable,"RIVERA, ROBERT",,209,LAKESIDE RD,,NEWBURGH,NY,12550,6462387087,Outside NYC,,,,,,,,Device Name: 42X24 OBSTACLE COURSE,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2046018-DCA,Business,2020-04-30,Active,2016-11-30,Pawnbroker,NYC TOP GOLD BUYERS INC,,55,W 47TH ST,,NEW YORK,NY,10036,646-287-7716,Manhattan,1.0,105.0,4.0,1034472,1012630007,MN17,96.0,,-73.98029180455218,40.75739575590945,"(40.757395755909464, -73.98029180455218)"
2021683-DCA,Business,2015-05-31,Inactive,2015-04-24,Amusement Device Temporary,"ALL COUNTY AMUSEMENTS, INC.",,4514,245TH ST,,LITTLE NECK,NY,11362,6312772481,Queens,4.0,411.0,19.0,4170261,4081940003,QN45,150701.0,"Device Name(s):  ASTROLINER, DIZZY DRAGON, FIRE ENGINES, GRAVITRON, SLIDE, KIDSTOWN, NASCAR, ROK N ROL, SIZZLER, LARGE CAROUSEL, TORNADO, GO GATOR, JETSONS, PARATROOPER, ASTROLINER, DIZZY DRAGON, FIRE ENGINES, GRAVITRON, SLIDE, KIDSTOWN, ZIPPER, ROK N ROL",-73.7411702386112,40.76542052996765,"(40.76542052996765, -73.7411702386112)"
2016159-DCA,Business,2016-04-30,Inactive,2014-12-04,Pawnbroker,"PASSION JEWELRY 77, INC.",,1261,PARK AVE,,NEW YORK,NY,10029,9176237360,Manhattan,1.0,111.0,5.0,1051722,1016250004,MN33,15802.0,,-73.9518483641537,40.78750539944597,"(40.78750539944597, -73.9518483641537)"
1387721-DCA,Business,2015-03-15,Inactive,2011-04-13,Amusement Device Portable,KIDDIE-UP EXPRESS INC,AARDVARK AMUSEMENTS & ENTERTAINMENT/ 5 IN 1 INFLATABLE,2765,86TH ST,,BROOKLYN,NY,11223,7182654444,Brooklyn,3.0,315.0,47.0,3319842,3071410001,BK26,386.0,Device Name: AARDVARK AMUSEMENTS & ENTERTAINMENT/ 5 IN 1 INFLATABLE,-73.98021409065545,40.59371115538032,"(40.59371115538032, -73.98021409065545)"
1423057-DCA,Business,2019-03-31,Inactive,2012-04-03,Garage,"MIDWAY CAR PARK, LLC",,10802,QUEENS BLVD,,FOREST HILLS,NY,11375,2129966363,Queens,4.0,,,,,QN17,737.0,"Vehicle Spaces: 130, Bicycle Spaces: 13",-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2088628-DCA,Business,2020-05-01,Active,2019-07-23,Employment Agency,little curious staffing agency corp,,404,5TH AVE,,NEW YORK,NY,10018,6467300060,Manhattan,1.0,105.0,4.0,1015938,1008380048,MN17,84.0,,-73.98380197639959,40.7504877768573,"(40.7504877768573, -73.9838019763996)"
2036895-DCA,Business,2017-07-31,Inactive,2016-05-02,Secondhand Dealer - Auto,ON THE SPOT AUTO COLLISION CORP,,3398,3RD AVE,,BRONX,NY,10456,718-402-2277,Bronx,2.0,203.0,16.0,2004199,2026080011,BX35,185.0,,-73.90714677166264,40.82795451415881,"(40.82795451415881, -73.90714677166264)"
1404321-DCA,Business,2019-03-31,Inactive,2011-08-15,Parking Lot,2820 PARKING CORP.,,2820,BAILEY AVE,,BRONX,NY,10463,7188840680,Bronx,2.0,208.0,14.0,2015866,2032590014,BX28,273.0,"Vehicle Spaces: 63, Bicycle Spaces: 6",-73.90526036179556,40.873789557370245,"(40.87378955737025, -73.90526036179557)"
1463615-DCA,Business,2016-04-30,Inactive,2013-04-26,Pawnbroker,"PAWN RITE 4TH AVE, LLC",,9514,4TH AVE,,BROOKLYN,NY,11209,7186300012,Brooklyn,3.0,310.0,43.0,3155607,3061170036,BK31,54.0,,-74.03128966239191,40.61565324498125,"(40.61565324498125, -74.03128966239191)"
2059538-DCA,Business,2021-03-31,Active,2017-10-18,Garage and Parking Lot,58W58 PARKING LLC,,58,W 58TH ST,,NEW YORK,NY,10019,2126869800,Manhattan,1.0,105.0,4.0,1035078,1012737501,MN17,11201.0,"Vehicle Spaces: 76, Bicycle Spaces: 8",-73.97551013823026,40.764492745111006,"(40.76449274511101, -73.97551013823026)"
2022112-DCA,Business,2020-04-30,Active,2015-05-04,Pawnbroker,STOP N PAWN INC,,542,86TH ST,,BROOKLYN,NY,11209,646-996-6496,Brooklyn,3.0,310.0,43.0,3153817,3060520021,BK31,160.0,,-74.02494501509038,40.62071619419905,"(40.62071619419905, -74.02494501509037)"
1461875-DCA,Business,2014-11-01,Inactive,2013-04-08,Pedicab Business,MARDONKUL PRIVATE TOURS CORPORATION,,601,W 175TH ST,,NEW YORK,NY,10033,6466519558,Manhattan,1.0,112.0,10.0,1063555,1021440061,MN36,263.0,,-73.93675263635534,40.84551874494803,"(40.84551874494803, -73.93675263635534)"
0510671-DCA,Business,2013-12-26,Inactive,2012-02-16,Bingo Game Operator,"LLOYD BUSINESSES, LTD.",RELIGIOUS EDUCATION ASSOC,2081,BARTOW AVE,,BRONX,NY,10475,7188538500,Bronx,2.0,210.0,12.0,2097466,2051410100,BX13,46201.0,,-73.82731656665675,40.86954926157186,"(40.86954926157186, -73.82731656665675)"
2072513-DCA,Business,2020-04-30,Active,2018-06-04,Pawnbroker,C AND H PAWNBROKER CORPORATION,,181,KNICKERBOCKER AVE,,BROOKLYN,NY,11237,7186286865,Brooklyn,3.0,304.0,34.0,3072120,3031660002,BK77,427.0,,-73.92723559737605,40.703870932207614,"(40.70387093220762, -73.92723559737607)"
0511776-DCA,Business,2015-12-17,Inactive,2013-01-03,Bingo Game Operator,FRIENDS OF PROJECT READY,RICHMOND HILL HALL,11709,HILLSIDE AVE,,JAMAICA,NY,11418,9999999999,Queens,4.0,409.0,30.0,4193408,4092570040,QN54,132.0,,-73.83263114028847,40.70021228132388,"(40.70021228132388, -73.83263114028847)"
1420107-DCA,Business,2021-03-15,Active,2012-02-22,Dealer In Products,CONFUCIUS PHARMACY INC.,CONFUCIUS PHARMACY & SURGICAL SUPPLIES,25,BOWERY,,NEW YORK,NY,10002,7188869080,Manhattan,1.0,103.0,1.0,1086088,1002890001,MN27,16.0,,-73.99688693587944,40.714905878626176,"(40.71490587862618, -73.99688693587944)"
1472036-DCA,Business,2014-05-01,Inactive,2013-08-22,Employment Agency,"MOREIRA, FABRIZIO",FABRIZIO,125,PARK AVE,,NEW YORK,NY,10017,2122561404,Manhattan,1.0,105.0,4.0,1036151,1012960001,MN20,80.0,,-73.97734469143433,40.751817890247956,"(40.75181789024795, -73.97734469143433)"
1442578-DCA,Business,2017-12-31,Inactive,2012-08-24,Laundry Jobber,DRY CLEAN NYC LLC,,128,NAGLE AVE,,NEW YORK,NY,10040,2128642571,Manhattan,1.0,112.0,10.0,1064180,1021740077,MN35,285.0,,-73.92627551898266,40.86104754644688,"(40.86104754644688, -73.92627551898265)"
2051753-DCA,Business,2018-05-01,Inactive,2017-04-24,Employment Agency,"FAMILY CARE OPTIONS, INC.",,142,W 57TH ST,,NEW YORK,NY,10019,2127488377,Manhattan,1.0,105.0,4.0,1085969,1010097501,MN17,137.0,,-73.97914515254656,40.7651302405577,"(40.7651302405577, -73.97914515254656)"
2047642-DCA,Business,2018-09-30,Inactive,2017-01-25,Catering Establishment,RAN NY GROUP LLC,JOYA HALL,63108,WOODHAVEN BLVD,,REGO PARK,NY,11374,,Queens,4.0,405.0,30.0,4070122,4030150032,QN21,679.0,Capacity of each room:  463,-73.86684952642737,40.72177591529217,"(40.721775915292184, -73.86684952642737)"
2033061-DCA,Business,2021-03-31,Active,2016-02-05,Garage,SP PLUS CORPORATION,,200,PARK AVE,,NEW YORK,NY,10166,2125025490,Manhattan,1.0,105.0,4.0,1085735,1012809010,MN19,92.0,"Vehicle Spaces: 315, Bicycle Spaces: 21",-73.97698305538817,40.75387363379414,"(40.75387363379414, -73.97698305538817)"
2036317-DCA,Business,2021-03-15,Active,2016-04-19,Dealer In Products,"BREAST CANCER-THE NEXT STEP, INC",Especially For You,3060,CRESCENT ST,,ASTORIA,NY,11102,7185457570,Queens,4.0,401.0,22.0,4006724,4005710001,QN71,73.0,,-73.9258091164311,40.76710641252101,"(40.76710641252101, -73.9258091164311)"
2064642-DCA,Business,2019-10-31,Active,2018-01-08,Car Wash,JMC Northeast Corporation,Xcellent Carwash & Express Lube,2318,JEROME AVE,,BRONX,NY,10468,7185841350,Bronx,2.0,205.0,14.0,2014084,2031870009,BX40,239.0,,-73.90336873199155,40.859221877710716,"(40.85922187771072, -73.90336873199155)"
2050351-DCA,Business,2020-02-28,Active,2017-03-30,Process Serving Agency,ASAP DOCUMENTS INC,U.S. DOCUMENT RETRIEVAL SERVICE,11,PARK PL,,NEW YORK,NY,10007,2125280777,Manhattan,1.0,101.0,1.0,1001399,1001240004,MN24,21.0,,-74.00829643599485,40.7128278374096,"(40.7128278374096, -74.00829643599484)"
1466927-DCA,Business,2019-03-31,Inactive,2013-06-11,Garage,QP ISABEL LLC,,20,E 161ST ST,,BRONX,NY,10451,212-686-9800,Bronx,2.0,204.0,17.0,2000000,2024990108,BX63,63.0,"Vehicle Spaces: 933, Bicycle Spaces: 27",-73.92810354755214,40.82876819591825,"(40.82876819591825, -73.92810354755214)"
2054482-DCA,Business,2020-04-30,Active,2017-06-14,Tow Truck Company,MATT'S AUTOMOTIVE CORP,,1775,PACIFIC ST,,BROOKLYN,NY,11213,9174554503,Brooklyn,3.0,308.0,36.0,3000000,3013360064,BK61,309.0,"Active Plate Numbers:  8290, 6081",-73.93136799464132,40.6766590705356,"(40.6766590705356, -73.93136799464132)"
2070963-DCA,Business,2020-03-15,Active,2018-05-10,Amusement Device Portable,A WHOLE LOT OF BOUNCE INC.,,128,AVENUE N,,BROOKLYN,NY,11230,7182855511,Brooklyn,3.0,312.0,44.0,3173515,3065830010,BK46,440.0,Device Name: SLIP N SLIDE #2,-73.97361314467446,40.61406523958605,"(40.614065239586054, -73.97361314467446)"
1414747-DCA,Business,2017-12-31,Inactive,2011-11-30,Laundry Jobber,KCL 4J CORP.,,1204,31ST AVE,,ASTORIA,NY,11106,7189322400,Queens,4.0,401.0,22.0,4005751,4005180019,,,,-73.93323344297224,40.76872486199449,"(40.76872486199449, -73.93323344297224)"
2087483-DCA,Business,2019-06-22,Inactive,2019-06-21,Amusement Device Temporary,CREEN CORP,PIG BELLY ENTERTAINMENT,,E FORDHAM RD,BET: E 188TH & GRAND CONCOURSE,BRONX,NY,10458,7167411500,Bronx,2.0,205.0,15.0,2013600,2031530009,,,"Device Name(s):  MOBILE ZIP LINE, STUNT JUMP, KLIMB WALLZ, EXTREME AIR INLINE",-73.89733074256327,40.86207664099879,"(40.86207664099878, -73.89733074256327)"
2012550-DCA,Business,2017-03-15,Inactive,2014-08-27,Dealer In Products,HEALTH VILLAGE INC,,14256,ROOSEVELT AVE,,FLUSHING,NY,11354,7186623366,Queens,4.0,407.0,20.0,4113632,4050210025,QN22,855.0,,-73.82537143185567,40.76074816836561,"(40.76074816836561, -73.82537143185567)"
2081581-DCA,Business,2021-03-31,Active,2019-01-23,Garage,MP BETH PARKING LLC,,400,E 84TH ST,,NEW YORK,NY,10028,2124903476,Manhattan,1.0,108.0,5.0,1085139,1015630004,MN32,136.0,"Vehicle Spaces: 63, Bicycle Spaces: 6",-73.95000490395303,40.77541131068129,"(40.775411310681285, -73.95000490395303)"
2064363-DCA,Business,2019-11-01,Active,2018-01-03,Pedicab Business,"YIGITHAN, OZGENC","YIGITHAN, OZGENC",6955,GRAND AVE,,MASPETH,NY,11378,7708956763,Queens,4.0,405.0,30.0,4058562,4025010035,QN30,49302.0,Active Sticker Numbers:  1546,-73.89369292597537,40.72692829569645,"(40.72692829569645, -73.89369292597537)"
1474932-DCA,Business,2015-01-31,Inactive,2013-10-07,Debt Collection Agency,BLUEPRINT AND ASSOCIATES LLC,,2,DUNES LN,,PRT WASHINGTN,NY,11050,9175737524,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
1385230-DCA,Business,2012-06-15,Inactive,2011-03-17,Auction House Premises,MARTINKA AUCTIONS LLC,,103,GODWIN AVE,,MIDLAND PARK,NJ,07432,2012480288,Outside NYC,,,,,,,,,-77.51958437167269,40.112385336598024,"(40.11238533659802, -77.51958437167269)"
2008505-DCA,Business,2017-12-31,Inactive,2014-05-22,Laundry Jobber,TAE RYUN LEE,EMMON'S DRY CLEANERS,447,6TH AVE,,BROOKLYN,NY,11215,718-788-1420,Brooklyn,3.0,306.0,39.0,3341914,3010120006,BK37,151.0,,-73.9840960074892,40.6678320285845,"(40.6678320285845, -73.98409600748921)"
1381789-DCA,Business,2019-03-31,Inactive,2011-02-03,Garage,MP 225 LLC,,225,RECTOR PL,,NEW YORK,NY,10280,2124903460,Manhattan,1.0,101.0,1.0,1000053,1000160515,MN25,31704.0,"Vehicle Spaces: 114, Bicycle Spaces: 11",-74.01648738471427,40.709269743589,"(40.709269743589, -74.01648738471427)"
1415682-DCA,Business,2019-03-15,Inactive,2011-12-14,Dealer In Products,"FIRST AMERICAN ALLIANCE, INC.",,8414,98TH ST,,WOODHAVEN,NY,11421,3478433300,Queens,4.0,409.0,30.0,4446543,4039077501,QN53,64101.0,,-73.85037705248298,40.699284283120214,"(40.699284283120214, -73.85037705248298)"
2047985-DCA,Business,2017-07-31,Inactive,2017-02-02,Secondhand Dealer - Auto,EASTERN CARBUS INC,,13153,SANFORD AVE,,FLUSHING,NY,11355,7182657777,Queens,4.0,407.0,20.0,4115003,4050630036,QN22,849.0,,-73.8339275923869,40.75453298354819,"(40.75453298354819, -73.83392759238689)"
2038643-DCA,Business,2017-03-15,Inactive,2016-06-03,Amusement Device Portable,ITS MY PARTY NY LLC,,3706,AVENUE L,,BROOKLYN,NY,11210,7183443421,Brooklyn,3.0,318.0,45.0,3209964,3076550042,BK58,738.0,Device Name: GIANT SLIDE,-73.93915393026725,40.62273668909343,"(40.62273668909343, -73.93915393026725)"
2001306-DCA,Business,2017-12-31,Inactive,2013-12-05,Laundry Jobber,"NYC GREEN CLEANERS, INC",FIDI GREEN CLEANERS INC,90,WILLIAM ST,,NEW YORK,NY,10038,212-437-3200,Manhattan,1.0,101.0,1.0,1087755,1000687502,MN25,1502.0,,-74.00778728582459,40.708183734669454,"(40.70818373466945, -74.0077872858246)"
2021125-DCA,Business,2021-03-31,Active,2015-04-15,Garage,"EMBASSY GARAGE PARTNERS, LLC",,120,E 81ST ST,,NEW YORK,NY,10028,2128887400,Manhattan,1.0,108.0,4.0,1047536,1015090056,MN40,140.0,"Vehicle Spaces: 94, Bicycle Spaces: 0",-73.95851786321269,40.77651258478388,"(40.77651258478388, -73.95851786321268)"
2009708-DCA,Business,2016-03-15,Inactive,2014-06-18,Amusement Device Portable,"PEREZ, MICHAEL",,24321,145TH AVE,,ROSEDALE,NY,11422,7186661209,Queens,4.0,413.0,31.0,4288427,4135690021,QN05,654.0,Device Name: 22FT DRY SLIDE,-73.73947962605547,40.65957550419814,"(40.65957550419814, -73.73947962605547)"
2004892-DCA,Business,2021-03-15,Active,2014-03-17,Dealer In Products,"Accredited Medical Supply, Inc.",,8416,JAMAICA AVE,,WOODHAVEN,NY,11421,7182968109,Queens,4.0,409.0,32.0,4183716,4089190023,QN53,10.0,,-73.85939302797223,40.69247763869666,"(40.69247763869666, -73.85939302797223)"
